id,name_ko,bucket_id,bucket_ko,summary_ko,scene_ko,dialogue_1_ko,dialogue_2_ko,dialogue_3_ko,tags,tone,cash_delta,health_delta,mood_delta,fatigue_delta,image_needed
company_operations_06,반복 업무 자동화 메모,operations,운영/반복 처리,같은 클릭을 너무 많이 반복하고 있다. 자동화할 수 있는 조건과 예외를 따로 적는다.,"출근 후 사무실 자리에서 반복 업무 자동화 메모 상황을 마주하고, 자동화할 수 있는 조건과 예외를 따로 적는다 장면.",일단 지금 보이는 것부터 정리하자. 같은 클릭을 너무 많이 반복하고 있다,반복 업무 자동화 메모 지금은 자동화할 수 있는 조건과 예외를 따로 적는다,당장 만들진 못해도 다음 개선 거리가 생긴다,"[""work"", ""operations"", ""routine""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_operations_07,SLA 임박 건 확인,operations,운영/반복 처리,처리 기한이 가까운 요청들이 눈에 들어온다. 남은 시간과 난이도를 기준으로 순서를 바꾼다.,"출근 후 사무실 자리에서 SLA 임박 건 확인 상황을 마주하고, 남은 시간과 난이도를 기준으로 순서를 바꾼다 장면.",일단 지금 보이는 것부터 정리하자. 처리 기한이 가까운 요청들이 눈에 들어온다,SLA 임박 건 확인 지금은 남은 시간과 난이도를 기준으로 순서를 바꾼다,늦기 전에 손댈 수 있는 건부터 처리한다,"[""work"", ""operations"", ""routine""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_operations_08,운영 로그 기록,operations,운영/반복 처리,처리 결과를 남기지 않으면 나중에 다시 물어볼 것 같다. 무엇을 왜 바꿨는지 짧게 로그에 적는다.,"출근 후 사무실 자리에서 운영 로그 기록 상황을 마주하고, 무엇을 왜 바꿨는지 짧게 로그에 적는다 장면.",일단 지금 보이는 것부터 정리하자. 처리 결과를 남기지 않으면 나중에 다시 물어볼 것 같다,운영 로그 기록 지금은 무엇을 왜 바꿨는지 짧게 로그에 적는다,나중의 나를 위해 작은 단서를 심어둔다,"[""work"", ""operations"", ""routine""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_operations_09,대기열 병목 해소,operations,운영/반복 처리,한 단계에서 요청들이 계속 멈춰 있다. 담당자와 필요한 정보를 확인해 병목 원인을 좁힌다.,"출근 후 사무실 자리에서 대기열 병목 해소 상황을 마주하고, 담당자와 필요한 정보를 확인해 병목 원인을 좁힌다 장면.",일단 지금 보이는 것부터 정리하자. 한 단계에서 요청들이 계속 멈춰 있다,대기열 병목 해소 지금은 담당자와 필요한 정보를 확인해 병목 원인을 좁힌다,멈춘 줄이 조금씩 앞으로 움직인다,"[""work"", ""operations"", ""routine""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_operations_10,마감 전 잔여 건 처리,operations,운영/반복 처리,퇴근 전까지 남은 운영 건을 비워야 한다. 위험한 건은 넘기고 확실한 건부터 마무리한다.,"출근 후 사무실 자리에서 마감 전 잔여 건 처리 상황을 마주하고, 위험한 건은 넘기고 확실한 건부터 마무리한다 장면.",일단 지금 보이는 것부터 정리하자. 퇴근 전까지 남은 운영 건을 비워야 한다,마감 전 잔여 건 처리 지금은 위험한 건은 넘기고 확실한 건부터 마무리한다,완료 목록이 늘어나며 하루가 정리된다,"[""work"", ""operations"", ""routine""]",ordinary,0,"[-3, -1]","[-5, 1]","[12, 22]",False
company_finance_admin_01,경비 정산 검토,finance_admin,비용/정산/구매 행정,제출한 경비 내역에 증빙이 하나 부족하다. 영수증과 사용 목적을 다시 맞춰 첨부한다.,"출근 후 사무실 자리에서 경비 정산 검토 상황을 마주하고, 영수증과 사용 목적을 다시 맞춰 첨부한다 장면.",급해 보여도 순서부터 잡아야 해. 제출한 경비 내역에 증빙이 하나 부족하다,경비 정산 검토 지금은 영수증과 사용 목적을 다시 맞춰 첨부한다,반려될 가능성을 조금 줄여둔다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_02,구매 요청 승인선 확인,finance_admin,비용/정산/구매 행정,구매 요청이 어느 승인선을 타야 할지 애매하다. 금액과 품목 기준을 찾아 결재 경로를 정한다.,"출근 후 사무실 자리에서 구매 요청 승인선 확인 상황을 마주하고, 금액과 품목 기준을 찾아 결재 경로를 정한다 장면.",급해 보여도 순서부터 잡아야 해. 구매 요청이 어느 승인선을 타야 할지 애매하다,구매 요청 승인선 확인 지금은 금액과 품목 기준을 찾아 결재 경로를 정한다,잘못 올려 되돌아오는 일을 막는다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_03,청구서 금액 불일치,finance_admin,비용/정산/구매 행정,"청구서 금액이 발주 내역과 맞지 않는다. 단가와 수량, 할인 조건을 하나씩 대조한다.","출근 후 사무실 자리에서 청구서 금액 불일치 상황을 마주하고, 단가와 수량, 할인 조건을 하나씩 대조한다 장면.",급해 보여도 순서부터 잡아야 해. 청구서 금액이 발주 내역과 맞지 않는다,"청구서 금액 불일치 지금은 단가와 수량, 할인 조건을 하나씩 대조한다",차이가 나는 부분을 표시해 회계에 전달한다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_04,예산 한도 확인,finance_admin,비용/정산/구매 행정,새 요청을 넣으면 이번 달 예산을 넘길 수 있다. 남은 예산과 꼭 필요한 지출을 비교한다.,"출근 후 사무실 자리에서 예산 한도 확인 상황을 마주하고, 남은 예산과 꼭 필요한 지출을 비교한다 장면.",급해 보여도 순서부터 잡아야 해. 새 요청을 넣으면 이번 달 예산을 넘길 수 있다,예산 한도 확인 지금은 남은 예산과 꼭 필요한 지출을 비교한다,지금 살 것과 다음 달로 넘길 것을 나눈다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_05,증빙 파일명 정리,finance_admin,비용/정산/구매 행정,첨부 파일명이 제각각이라 나중에 찾기 어렵다. 날짜와 거래처 기준으로 파일명을 맞춘다.,"출근 후 사무실 자리에서 증빙 파일명 정리 상황을 마주하고, 날짜와 거래처 기준으로 파일명을 맞춘다 장면.",급해 보여도 순서부터 잡아야 해. 첨부 파일명이 제각각이라 나중에 찾기 어렵다,증빙 파일명 정리 지금은 날짜와 거래처 기준으로 파일명을 맞춘다,작은 정리가 정산 시간을 줄여준다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_06,구독 갱신 검토,finance_admin,비용/정산/구매 행정,업무용 서비스 갱신 알림이 도착했다. 실제 사용량과 대체 가능성을 확인한다.,"출근 후 사무실 자리에서 구독 갱신 검토 상황을 마주하고, 실제 사용량과 대체 가능성을 확인한다 장면.",급해 보여도 순서부터 잡아야 해. 업무용 서비스 갱신 알림이 도착했다,구독 갱신 검토 지금은 실제 사용량과 대체 가능성을 확인한다,자동 결제 전에 유지 여부를 정리한다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_07,거래처 등록 서류,finance_admin,비용/정산/구매 행정,"새 거래처 등록에 필요한 서류가 아직 모자라다. 사업자 정보와 계좌, 담당자 연락처를 확인한다.","출근 후 사무실 자리에서 거래처 등록 서류 상황을 마주하고, 사업자 정보와 계좌, 담당자 연락처를 확인한다 장면.",급해 보여도 순서부터 잡아야 해. 새 거래처 등록에 필요한 서류가 아직 모자라다,"거래처 등록 서류 지금은 사업자 정보와 계좌, 담당자 연락처를 확인한다",등록 요청을 한 번에 통과시키려 빈칸을 채운다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_08,세금계산서 확인,finance_admin,비용/정산/구매 행정,"세금계산서 발행 정보가 요청 내용과 맞는지 봐야 한다. 공급가액과 날짜, 사업자 번호를 대조한다.","출근 후 사무실 자리에서 세금계산서 확인 상황을 마주하고, 공급가액과 날짜, 사업자 번호를 대조한다 장면.",급해 보여도 순서부터 잡아야 해. 세금계산서 발행 정보가 요청 내용과 맞는지 봐야 한다,"세금계산서 확인 지금은 공급가액과 날짜, 사업자 번호를 대조한다",틀리기 쉬운 숫자에 눈이 오래 머문다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_09,법인카드 알림 점검,finance_admin,비용/정산/구매 행정,법인카드 사용 알림이 예상보다 많이 들어왔다. 내가 쓴 항목과 공용 지출을 구분한다.,"출근 후 사무실 자리에서 법인카드 알림 점검 상황을 마주하고, 내가 쓴 항목과 공용 지출을 구분한다 장면.",급해 보여도 순서부터 잡아야 해. 법인카드 사용 알림이 예상보다 많이 들어왔다,법인카드 알림 점검 지금은 내가 쓴 항목과 공용 지출을 구분한다,누락된 설명을 미리 적어둔다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_finance_admin_10,월말 비용 마감,finance_admin,비용/정산/구매 행정,월말 마감 시간이 다가오며 비용 건들이 몰린다. 급한 건부터 증빙과 결재 상태를 맞춘다.,"출근 후 사무실 자리에서 월말 비용 마감 상황을 마주하고, 급한 건부터 증빙과 결재 상태를 맞춘다 장면.",급해 보여도 순서부터 잡아야 해. 월말 마감 시간이 다가오며 비용 건들이 몰린다,월말 비용 마감 지금은 급한 건부터 증빙과 결재 상태를 맞춘다,숫자가 닫히기 전에 마지막 빈칸을 채운다,"[""work"", ""admin"", ""money""]",tense,0,"[-3, -1]","[-9, -3]","[12, 22]",False
company_it_security_01,비밀번호 만료 대응,it_security,보안/계정/시스템,로그인 직후 비밀번호 만료 알림이 뜬다. 새 비밀번호를 설정하고 저장된 접속 정보를 갱신한다.,"출근 후 사무실 자리에서 비밀번호 만료 대응 상황을 마주하고, 새 비밀번호를 설정하고 저장된 접속 정보를 갱신한다 장면.",급해 보여도 순서부터 잡아야 해. 로그인 직후 비밀번호 만료 알림이 뜬다,비밀번호 만료 대응 지금은 새 비밀번호를 설정하고 저장된 접속 정보를 갱신한다,시작부터 막히던 화면이 겨우 열린다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_02,권한 요청 작성,it_security,보안/계정/시스템,필요한 자료가 권한 없음 화면 뒤에 잠겨 있다. 왜 필요한지와 기간을 적어 접근 요청을 보낸다.,"출근 후 사무실 자리에서 권한 요청 작성 상황을 마주하고, 왜 필요한지와 기간을 적어 접근 요청을 보낸다 장면.",급해 보여도 순서부터 잡아야 해. 필요한 자료가 권한 없음 화면 뒤에 잠겨 있다,권한 요청 작성 지금은 왜 필요한지와 기간을 적어 접근 요청을 보낸다,기다리는 동안 할 수 있는 작업으로 돌아간다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_03,VPN 접속 불안정,it_security,보안/계정/시스템,사내망 접속이 자꾸 끊겨 업무가 이어지지 않는다. 네트워크와 인증 상태를 확인하고 재접속한다.,"출근 후 사무실 자리에서 VPN 접속 불안정 상황을 마주하고, 네트워크와 인증 상태를 확인하고 재접속한다 장면.",급해 보여도 순서부터 잡아야 해. 사내망 접속이 자꾸 끊겨 업무가 이어지지 않는다,VPN 접속 불안정 지금은 네트워크와 인증 상태를 확인하고 재접속한다,불안한 연결 속에서도 필요한 파일을 먼저 받는다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_04,이중 인증 재설정,it_security,보안/계정/시스템,인증 앱 알림이 오지 않아 로그인이 멈췄다. 백업 코드를 확인하고 재설정 절차를 따라간다.,"출근 후 사무실 자리에서 이중 인증 재설정 상황을 마주하고, 백업 코드를 확인하고 재설정 절차를 따라간다 장면.",급해 보여도 순서부터 잡아야 해. 인증 앱 알림이 오지 않아 로그인이 멈췄다,이중 인증 재설정 지금은 백업 코드를 확인하고 재설정 절차를 따라간다,보안은 든든하지만 오늘은 조금 번거롭다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_05,필수 업데이트 대기,it_security,보안/계정/시스템,업무 프로그램이 업데이트 없이는 열리지 않는다. 걸리는 시간을 확인하고 기다리는 동안 다른 일을 정리한다.,"출근 후 사무실 자리에서 필수 업데이트 대기 상황을 마주하고, 걸리는 시간을 확인하고 기다리는 동안 다른 일을 정리한다 장면.",급해 보여도 순서부터 잡아야 해. 업무 프로그램이 업데이트 없이는 열리지 않는다,필수 업데이트 대기 지금은 걸리는 시간을 확인하고 기다리는 동안 다른 일을 정리한다,진행 막대가 끝나자 밀린 작업을 다시 연다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_06,자료 접근 범위 점검,it_security,보안/계정/시스템,공유 폴더가 너무 넓게 열려 있는 것 같다. 필요한 사람과 기간만 남기도록 권한을 확인한다.,"출근 후 사무실 자리에서 자료 접근 범위 점검 상황을 마주하고, 필요한 사람과 기간만 남기도록 권한을 확인한다 장면.",급해 보여도 순서부터 잡아야 해. 공유 폴더가 너무 넓게 열려 있는 것 같다,자료 접근 범위 점검 지금은 필요한 사람과 기간만 남기도록 권한을 확인한다,편리함보다 나중의 사고를 먼저 줄인다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_07,피싱 훈련 메일 확인,it_security,보안/계정/시스템,수상한 메일이 진짜 요청인지 훈련인지 헷갈린다. 링크를 누르기 전에 발신자와 도메인을 확인한다.,"출근 후 사무실 자리에서 피싱 훈련 메일 확인 상황을 마주하고, 링크를 누르기 전에 발신자와 도메인을 확인한다 장면.",급해 보여도 순서부터 잡아야 해. 수상한 메일이 진짜 요청인지 훈련인지 헷갈린다,피싱 훈련 메일 확인 지금은 링크를 누르기 전에 발신자와 도메인을 확인한다,확신이 서지 않아 보안 채널에 신고한다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_08,계정 잠김 해제,it_security,보안/계정/시스템,로그인 실패가 쌓여 계정이 잠겼다. 지원 요청을 보내고 필요한 신원 확인을 준비한다.,"출근 후 사무실 자리에서 계정 잠김 해제 상황을 마주하고, 지원 요청을 보내고 필요한 신원 확인을 준비한다 장면.",급해 보여도 순서부터 잡아야 해. 로그인 실패가 쌓여 계정이 잠겼다,계정 잠김 해제 지금은 지원 요청을 보내고 필요한 신원 확인을 준비한다,대기 시간이 길어져도 기록은 남겨둔다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_09,소프트웨어 라이선스 확인,it_security,보안/계정/시스템,사용 중인 툴의 라이선스 만료 경고가 뜬다. 팀 사용 인원과 필요한 권한을 다시 세어본다.,"출근 후 사무실 자리에서 소프트웨어 라이선스 확인 상황을 마주하고, 팀 사용 인원과 필요한 권한을 다시 세어본다 장면.",급해 보여도 순서부터 잡아야 해. 사용 중인 툴의 라이선스 만료 경고가 뜬다,소프트웨어 라이선스 확인 지금은 팀 사용 인원과 필요한 권한을 다시 세어본다,갱신 요청에 근거 숫자를 붙인다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_it_security_10,백업 상태 확인,it_security,보안/계정/시스템,중요 파일 백업이 제대로 돌고 있는지 걱정된다. 최근 백업 시간과 실패 로그를 확인한다.,"출근 후 사무실 자리에서 백업 상태 확인 상황을 마주하고, 최근 백업 시간과 실패 로그를 확인한다 장면.",급해 보여도 순서부터 잡아야 해. 중요 파일 백업이 제대로 돌고 있는지 걱정된다,백업 상태 확인 지금은 최근 백업 시간과 실패 로그를 확인한다,문제가 없다는 사실도 오늘의 작은 안심이 된다,"[""work"", ""it"", ""security""]",tense,0,"[-5, -2]","[-9, -3]","[12, 22]",False
company_knowledge_01,FAQ 최신화,knowledge,지식/매뉴얼 정리,자주 묻는 질문 문서가 현재 정책과 조금씩 다르다. 바뀐 답변과 예전 문구를 대조해 고친다.,"출근 후 사무실 자리에서 FAQ 최신화 상황을 마주하고, 바뀐 답변과 예전 문구를 대조해 고친다 장면.","좋아, 오늘은 차분하게 가자. 자주 묻는 질문 문서가 현재 정책과 조금씩 다르다",FAQ 최신화 지금은 바뀐 답변과 예전 문구를 대조해 고친다,다음 문의에 같은 설명을 반복하지 않아도 된다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_02,업무 절차서 보강,knowledge,지식/매뉴얼 정리,절차서가 큰 흐름만 있고 실제 클릭 경로가 빠져 있다. 처음 보는 사람도 따라갈 수 있게 단계와 예시를 더한다.,"출근 후 사무실 자리에서 업무 절차서 보강 상황을 마주하고, 처음 보는 사람도 따라갈 수 있게 단계와 예시를 더한다 장면.","좋아, 오늘은 차분하게 가자. 절차서가 큰 흐름만 있고 실제 클릭 경로가 빠져 있다",업무 절차서 보강 지금은 처음 보는 사람도 따라갈 수 있게 단계와 예시를 더한다,문서가 기억이 아니라 안내서에 가까워진다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_03,장애 회고 정리,knowledge,지식/매뉴얼 정리,"지난 이슈에서 배운 점을 흘려보내기 아깝다. 원인과 대응, 다음 예방책을 짧게 정리한다.","출근 후 사무실 자리에서 장애 회고 정리 상황을 마주하고, 원인과 대응, 다음 예방책을 짧게 정리한다 장면.","좋아, 오늘은 차분하게 가자. 지난 이슈에서 배운 점을 흘려보내기 아깝다","장애 회고 정리 지금은 원인과 대응, 다음 예방책을 짧게 정리한다",같은 실수를 줄일 작은 장치가 생긴다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_04,온보딩 체크리스트 수정,knowledge,지식/매뉴얼 정리,신입이 막히는 지점이 체크리스트에 없다. 처음 한 주에 필요한 계정과 문서를 순서대로 보강한다.,"출근 후 사무실 자리에서 온보딩 체크리스트 수정 상황을 마주하고, 처음 한 주에 필요한 계정과 문서를 순서대로 보강한다 장면.","좋아, 오늘은 차분하게 가자. 신입이 막히는 지점이 체크리스트에 없다",온보딩 체크리스트 수정 지금은 처음 한 주에 필요한 계정과 문서를 순서대로 보강한다,누군가의 첫날이 조금 덜 막막해진다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_05,명명 규칙 정리,knowledge,지식/매뉴얼 정리,파일과 문서 이름이 팀마다 다르게 붙고 있다. 헷갈리는 예시를 모아 공통 규칙을 적는다.,"출근 후 사무실 자리에서 명명 규칙 정리 상황을 마주하고, 헷갈리는 예시를 모아 공통 규칙을 적는다 장면.","좋아, 오늘은 차분하게 가자. 파일과 문서 이름이 팀마다 다르게 붙고 있다",명명 규칙 정리 지금은 헷갈리는 예시를 모아 공통 규칙을 적는다,나중에 찾을 수 있는 이름으로 정리된다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_06,템플릿 개선,knowledge,지식/매뉴얼 정리,매번 새로 쓰는 문서가 사실 비슷한 구조를 가진다. 반복되는 항목을 템플릿으로 빼고 설명을 붙인다.,"출근 후 사무실 자리에서 템플릿 개선 상황을 마주하고, 반복되는 항목을 템플릿으로 빼고 설명을 붙인다 장면.","좋아, 오늘은 차분하게 가자. 매번 새로 쓰는 문서가 사실 비슷한 구조를 가진다",템플릿 개선 지금은 반복되는 항목을 템플릿으로 빼고 설명을 붙인다,다음 작업의 첫 페이지가 덜 하얗게 보인다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_07,죽은 링크 정리,knowledge,지식/매뉴얼 정리,매뉴얼 곳곳의 링크가 오래되어 열리지 않는다. 새 위치를 찾고 사라진 자료는 대체 문서를 연결한다.,"출근 후 사무실 자리에서 죽은 링크 정리 상황을 마주하고, 새 위치를 찾고 사라진 자료는 대체 문서를 연결한다 장면.","좋아, 오늘은 차분하게 가자. 매뉴얼 곳곳의 링크가 오래되어 열리지 않는다",죽은 링크 정리 지금은 새 위치를 찾고 사라진 자료는 대체 문서를 연결한다,문서가 다시 길 안내를 할 수 있게 된다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_08,암묵지 문서화,knowledge,지식/매뉴얼 정리,몇몇 업무는 아는 사람만 아는 방식으로 돌아간다. 실수하기 쉬운 판단 기준을 문장으로 꺼낸다.,"출근 후 사무실 자리에서 암묵지 문서화 상황을 마주하고, 실수하기 쉬운 판단 기준을 문장으로 꺼낸다 장면.","좋아, 오늘은 차분하게 가자. 몇몇 업무는 아는 사람만 아는 방식으로 돌아간다",암묵지 문서화 지금은 실수하기 쉬운 판단 기준을 문장으로 꺼낸다,머릿속에 있던 일이 팀의 자산으로 내려온다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_09,검색 태그 정리,knowledge,지식/매뉴얼 정리,좋은 문서가 있어도 검색에 잘 걸리지 않는다. 주요 키워드와 별칭을 문서 앞에 추가한다.,"출근 후 사무실 자리에서 검색 태그 정리 상황을 마주하고, 주요 키워드와 별칭을 문서 앞에 추가한다 장면.","좋아, 오늘은 차분하게 가자. 좋은 문서가 있어도 검색에 잘 걸리지 않는다",검색 태그 정리 지금은 주요 키워드와 별칭을 문서 앞에 추가한다,찾는 시간이 줄어드는 방향으로 문서가 정돈된다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_knowledge_10,퇴근 전 지식 메모,knowledge,지식/매뉴얼 정리,오늘 해결한 문제를 내일 또 찾게 될 것 같다. 원인과 해결 절차를 짧은 메모로 남긴다.,"출근 후 사무실 자리에서 퇴근 전 지식 메모 상황을 마주하고, 원인과 해결 절차를 짧은 메모로 남긴다 장면.","좋아, 오늘은 차분하게 가자. 오늘 해결한 문제를 내일 또 찾게 될 것 같다",퇴근 전 지식 메모 지금은 원인과 해결 절차를 짧은 메모로 남긴다,작은 기록 하나가 다음 시간을 아껴준다,"[""work"", ""knowledge"", ""document""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_01,필수 교육 수강,training,교육/학습/온보딩,필수 교육 마감일이 캘린더에 빨갛게 남아 있다. 영상 속 중요한 규정과 적용 사례를 표시한다.,"출근 후 사무실 자리에서 필수 교육 수강 상황을 마주하고, 영상 속 중요한 규정과 적용 사례를 표시한다 장면.","좋아, 오늘은 차분하게 가자. 필수 교육 마감일이 캘린더에 빨갛게 남아 있다",필수 교육 수강 지금은 영상 속 중요한 규정과 적용 사례를 표시한다,완료 체크가 뜨자 미뤄둔 부담이 사라진다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_02,새 도구 실습,training,교육/학습/온보딩,팀에서 쓰기 시작한 새 도구 화면이 낯설다. 예제 프로젝트를 따라 하며 버튼 위치를 익힌다.,"출근 후 사무실 자리에서 새 도구 실습 상황을 마주하고, 예제 프로젝트를 따라 하며 버튼 위치를 익힌다 장면.","좋아, 오늘은 차분하게 가자. 팀에서 쓰기 시작한 새 도구 화면이 낯설다",새 도구 실습 지금은 예제 프로젝트를 따라 하며 버튼 위치를 익힌다,처음보다 덜 헤매는 손놀림이 생긴다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_03,온보딩 퀴즈,training,교육/학습/온보딩,교육 마지막에 짧은 퀴즈가 기다리고 있다. 헷갈린 규칙을 다시 열어보고 답을 고른다.,"출근 후 사무실 자리에서 온보딩 퀴즈 상황을 마주하고, 헷갈린 규칙을 다시 열어보고 답을 고른다 장면.","좋아, 오늘은 차분하게 가자. 교육 마지막에 짧은 퀴즈가 기다리고 있다",온보딩 퀴즈 지금은 헷갈린 규칙을 다시 열어보고 답을 고른다,통과 메시지가 뜨자 안도의 숨이 나온다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_04,녹화 세미나 정리,training,교육/학습/온보딩,실시간으로 못 들은 세미나 녹화가 남아 있다. 필요한 구간만 보며 업무에 쓸 내용을 메모한다.,"출근 후 사무실 자리에서 녹화 세미나 정리 상황을 마주하고, 필요한 구간만 보며 업무에 쓸 내용을 메모한다 장면.","좋아, 오늘은 차분하게 가자. 실시간으로 못 들은 세미나 녹화가 남아 있다",녹화 세미나 정리 지금은 필요한 구간만 보며 업무에 쓸 내용을 메모한다,긴 영상이 몇 개의 실행 항목으로 줄어든다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_05,멘토 작업 관찰,training,교육/학습/온보딩,숙련자가 일하는 방식을 옆에서 따라 본다. 왜 그 순서로 처리하는지 질문을 남긴다.,"출근 후 사무실 자리에서 멘토 작업 관찰 상황을 마주하고, 왜 그 순서로 처리하는지 질문을 남긴다 장면.","좋아, 오늘은 차분하게 가자. 숙련자가 일하는 방식을 옆에서 따라 본다",멘토 작업 관찰 지금은 왜 그 순서로 처리하는지 질문을 남긴다,손에 익지 않은 요령이 조금 보인다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_06,인증 마감 준비,training,교육/학습/온보딩,사내 인증 제출일이 가까워지고 있다. 남은 학습 범위와 예상 소요 시간을 다시 계산한다.,"출근 후 사무실 자리에서 인증 마감 준비 상황을 마주하고, 남은 학습 범위와 예상 소요 시간을 다시 계산한다 장면.","좋아, 오늘은 차분하게 가자. 사내 인증 제출일이 가까워지고 있다",인증 마감 준비 지금은 남은 학습 범위와 예상 소요 시간을 다시 계산한다,오늘 끝낼 분량을 현실적으로 줄인다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_07,신규 기능 안내,training,교육/학습/온보딩,새 기능 배포에 맞춰 사용법을 익혀야 한다. 변경된 메뉴와 주의사항을 테스트 환경에서 눌러본다.,"출근 후 사무실 자리에서 신규 기능 안내 상황을 마주하고, 변경된 메뉴와 주의사항을 테스트 환경에서 눌러본다 장면.","좋아, 오늘은 차분하게 가자. 새 기능 배포에 맞춰 사용법을 익혀야 한다",신규 기능 안내 지금은 변경된 메뉴와 주의사항을 테스트 환경에서 눌러본다,실제 업무에 쓰기 전 작은 실수를 먼저 해본다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
company_training_08,점심시간 학습회,training,교육/학습/온보딩,점심시간에 짧은 내부 공유 세션이 열린다. 업무와 연결되는 부분만 노트에 적는다.,"출근 후 사무실 자리에서 점심시간 학습회 상황을 마주하고, 업무와 연결되는 부분만 노트에 적는다 장면.","좋아, 오늘은 차분하게 가자. 점심시간에 짧은 내부 공유 세션이 열린다",점심시간 학습회 지금은 업무와 연결되는 부분만 노트에 적는다,가벼운 자리였지만 쓸 만한 힌트를 하나 얻는다,"[""work"", ""training"", ""career""]",calm,0,"[-2, 0]","[-1, 4]","[12, 22]",False
